probeID	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40
cg08858441	0.482505752872666	0.473122589402581	0.456873595992794	0.470258548595648	0.422254372888355	0.426002166574847	0.461415598200927	0.465902664525626	0.453169727148565	0.439442179935048	0.428822050786788	0.491153713010259	0.465480841602338	0.463543548901135	0.459805316272993	0.417239638297446	0.477491648947674	0.119482108857277	0.418849220609666	0.488615484745201	0.157917987651797	0.455651575555616	0.439054643332144	0.42966183452072	0.453307926200494	0.429910777241427	0.441488781450703	0.394424447221277	0.446291738780436	0.425145866896684	0.481236242390505	0.380382784252972	0.499702693468631	0.47133210547178	0.123257513445288	0.425270470772423	0.470500229147573	0.447968306795294	0.409425450929921	0.446036504824879
cg03348902	0.235642454295989	0.247130638402649	0.241237369536076	0.217580870234737	0.208259472940781	0.220197136056795	0.251780726900962	0.24284978629029	0.239162949969793	0.188410454345124	0.254695319642138	0.274087466677274	0.223706257251313	0.234720938062891	0.257033219210825	0.254123031603116	0.264347226467112	0.214965151719413	0.207808620847575	0.235879848249552	0.198512084879416	0.25600690032515	0.2216205260119	0.260369419595934	0.2676564020134	0.215621642233965	0.243058286409704	0.23261084076441	0.228019405653506	0.237335901488019	0.243836827546051	0.23789593936298	0.246750934795472	0.230507768211262	0.22016095599316	0.227098163828436	0.239657184070193	0.212435092875838	0.226180330384168	0.244839966849981
cg01070250	0.174709128346667	0.176196634564285	0.177434642173361	0.174010595660654	0.15733720619492	0.144889107257953	0.186833595265821	0.179830338200148	0.176410536580855	0.138926297029304	0.191908809708181	0.181289493893628	0.162415676090941	0.185906332984108	0.191928541625689	0.186548190367134	0.211429258331006	0.156239154258125	0.144538200005859	0.181371222717285	0.175027663067358	0.184621711893581	0.139338225047832	0.191136299147459	0.204053557184281	0.160755435159249	0.188045912372475	0.173975855917202	0.165498559614838	0.168989344690165	0.187263438164414	0.1715466271968	0.190825850697483	0.170979556419575	0.157645746636745	0.180937132192695	0.185089358726611	0.174943826760046	0.174696328945724	0.180304373364324
cg21996134	0.9206555248967	0.905640753867372	0.953061259161786	0.950796024227662	0.928568795853262	0.890503886812449	0.909302761661752	0.903286909780991	0.907652618527544	0.860400342466384	0.907783266897422	0.947232080369911	0.916410367578529	0.878100207624435	0.916931699855674	0.919073420448507	0.892637344460927	0.874255075895361	0.941591013139214	0.937600878189813	0.874506635635089	0.901983602194394	0.881694072964884	0.929592570454542	0.936611888687098	0.942441169496994	0.962470337191644	0.880810523804258	0.91490862525982	0.902156972855784	0.920238289455989	0.902212393859745	0.904026543507147	0.891341959694436	0.914642040520144	0.879033028416657	0.901012224241033	0.913368973611304	0.927615869218122	0.8559291252521
cg07264491	0.75324577990998	0.78102446796001	0.778448157071685	0.799313181199889	0.774420866109782	0.78347035291041	0.776630997061519	0.779989006963322	0.768054193794568	0.729360159939865	0.772498020674845	0.809870651931069	0.751616014526691	0.740227322511819	0.797082726184419	0.771514486191739	0.771062058114356	0.765155746243025	0.753788545119175	0.769645485811463	0.726794923417308	0.798159086079429	0.763215488181141	0.757005716285646	0.780723743185363	0.790247972199949	0.764878099848753	0.755908530951474	0.783375663330878	0.733280618443464	0.799487651546107	0.749463076958569	0.788017964868199	0.766231358237391	0.760777972760622	0.743778255162856	0.785253715015047	0.803018619369061	0.760991603402278	0.747073971179239
cg15560884	0.690884291232858	0.682661696744519	0.668382874433493	0.706219820962178	0.685726607997166	0.688292706801329	0.690573256375882	0.694821341203307	0.741931204122869	0.694198473929161	0.719360990572571	0.757639878971857	0.673416062520467	0.689575807808945	0.710748159999823	0.701989236976251	0.696491623900556	0.681086227366866	0.719828613379649	0.678886206461734	0.705077809863941	0.705498832119286	0.664268602586785	0.723265418114274	0.692716556160051	0.671315571270101	0.703556768914649	0.693645769192744	0.692729316538583	0.67853391222838	0.695341881225623	0.689004113044456	0.760016192124327	0.721350190910008	0.699009060150905	0.66448757119244	0.698307576359132	0.675253059105392	0.706353483141632	0.665471176386388
cg10037654	0.079781619115424	0.0697290885476688	0.0736821183425935	0.0815076105285299	0.076237377469107	0.0795748431263231	0.0823862825087917	0.0834472923192925	0.0657241026433178	0.0658345487436632	0.0952796635311595	0.0614234008324714	0.0637571496894739	0.0841457202192087	0.0880371337507758	0.0816755494508032	0.0789725705250937	0.0458686673019318	0.0643046644441183	0.106693553364262	0.0756369318538738	0.118841892715726	0.0745847353695129	0.072947626606938	0.0751813280572623	0.0691337455053349	0.123369676039827	0.0866614553978177	0.0967291398429458	0.0823420588434496	0.0850712883015751	0.0887665281725638	0.111540508534008	0.112244528307118	0.101911584833587	0.0989080738043001	0.0741344221244398	0.100530936802249	0.0660737834161568	0.059412424766371
cg14057946	0.154692270325516	0.177034241607783	0.12748777744501	0.151275262160183	0.125336682636401	0.178962765755386	0.153839432043938	0.158646516530167	0.126605426446509	0.142409016796274	0.144144037235729	0.104806704200239	0.145722789469042	0.165293823583315	0.144729061421276	0.150146831654001	0.162634167793811	0.134099529094009	0.113226041827171	0.165224334440032	0.125734346587046	0.167420136291222	0.142925208390387	0.146651530845482	0.12392128534277	0.139498409630557	0.154657728364686	0.161243360681686	0.152686467989818	0.175574227039765	0.17312932342962	0.157336436842577	0.155881040510897	0.155803820416574	0.14881302008647	0.162454911006801	0.203065296358256	0.160845911785894	0.129571336069868	0.177232658154471
cg11422233	0.122289564017896	0.15243034137554	0.152102656948992	0.138815166459862	0.132682535896781	0.154564755743246	0.160702869481498	0.158271191614079	0.128610940773138	0.130543892661363	0.151764620225375	0.136614297722916	0.115931105910988	0.166471525103154	0.132323878582489	0.14127815888469	0.145725881613063	0.136724623083001	0.130419167173712	0.152373956921924	0.166660904842267	0.145827522229872	0.122696071117488	0.134651096585897	0.141464173598504	0.111505563036137	0.171789998364614	0.150597442271515	0.159021679385676	0.165115453022486	0.176112308347193	0.156881556867387	0.155966286521659	0.146516541983888	0.143304125476409	0.156094796489788	0.187557511792642	0.144984990057399	0.142295940339051	0.15820183822145
cg16047670	0.056192630558734	0.0853197813374357	0.0388185653661711	0.0623132324266181	0.0392157888055832	0.0771685095195916	0.062094400773465	0.0595744302086025	0.0464539870025582	0.0562270658248227	0.0776131849671733	0.0669248953018824	0.0456582574053815	0.0793988030605416	0.0554392893350647	0.0459665283393573	0.0470491014502075	0.0515020489417223	0.0746217398992766	0.0849926646878655	0.0312612541469392	0.0552585214105908	0.0626659899774345	0.095458843744421	0.0300609794793129	0.041646940752898	0.0622269953833088	0.0631171983550112	0.0788964286496803	0.0849660333508851	0.079684539776322	0.0645293323305076	0.0632934749510966	0.0789016564005633	0.111033446754444	0.0971499074800475	0.0616613810429771	0.0724515335086962	0.0445022957384134	0.085534632839399
cg18263059	0.0538104864441486	0.11135480326799	0.0250442720571196	0.0588709743920054	0.0503621073720297	0.102026646015789	0.0817517484867489	0.0697345593553731	0.0279747804180149	0.0720150021236266	0.0774429334666304	0.0569734766239778	0.0482299575052218	0.0950981089752181	0.0614370164752808	0.0410614583309618	0.0518612934773407	0.05075662666368	0.0780898642939289	0.108424657453891	0.0267722873194621	0.0503790393211033	0.0750668228320658	0.0983518957332245	0.0205856478035526	0.0574040542992811	0.0648748735462919	0.0531156988973123	0.0772441433180938	0.0782777123348503	0.119393841802662	0.0868136517467886	0.0697839936622167	0.0914515417076567	0.108850111810321	0.0968783541941395	0.0812037351216114	0.0530264875314434	0.0422153186116834	0.0955001624481722
cg01014490	0.0247080084763645	0.0238968350638033	0.027218929471968	0.0299101457497858	0.023829455630633	0.0411415582826614	0.0329538032224232	0.0357254018925697	0.0152702847231103	0.0279108112913414	0.0231997215131336	0.00445367597443957	0.0225436640665021	0.0236318517332723	0.0233408084005934	0.0303311872444429	0.0254517533425741	0.0173299219160751	0.00941603910763269	0.0251306372130443	0.0264521785378118	0.0280835262039762	0.0254225764619118	0.00258841580416837	0.0266977156371059	0.0230000881586924	0.0434031171104662	0.0266617895934354	0.0283833392916712	0.0268916618555401	0.0293594391247238	0.0486621879574361	0.0218118171684881	0.045726550448187	0.0304547096177134	0.0167657175766963	0.0687355370676805	0.0178769632764835	0.0160554320267949	0.0368381797735878
cg04231937	0.02349903782274	0.0261679763919001	0.0398336804284727	0.0248175378660293	0.0253282380945404	0.0531241479232661	0.0515716429232598	0.044928653750009	0.0330888505187853	0.0454012519683931	0.0345486093220563	0.039625276476276	0.0100485937197121	0.0430808244373713	0.0321252982607051	0.0376311113887513	0.0244741010504945	0.0348743906505438	0.0183999558214603	0.0325410795923214	0.0391794033607183	0.0271399009068708	0.0291638522278963	0.0188891784859334	0.0317099590252935	0.0279744743058671	0.0571014100921264	0.0386612197254485	0.0246523033745227	0.0331203647938228	0.0247253732101195	0.093736978157562	0.0367219531034285	0.0406662299149259	0.0401799815350416	0.0286307428635166	0.111638240807672	0.0170487783130632	0.0236870771244199	0.0243993235997879
cg04496485	0.0593194505691809	0.075089355961877	0.0932696308240189	0.0809538088329556	0.06421860283794	0.123171754123373	0.107040796247447	0.0987154561800071	0.0676618712158159	0.0840547514901665	0.0648888898698244	0.0804943397071267	0.0680238318434554	0.0983912662727282	0.0841298639973971	0.0817568121764828	0.0983353964678248	0.0857238164308305	0.0576394974198501	0.0856023729025002	0.0877999814531299	0.0684726031462938	0.0521314276753936	0.0516232094654232	0.0624459090179721	0.0719636665154367	0.121889448668499	0.113060491212286	0.082368140821213	0.0732261005732469	0.0969866896498482	0.18252207077749	0.0865534823601712	0.10784341588098	0.0877756638664405	0.0838302591651169	0.215844440447447	0.0776195376860469	0.0624961207759235	0.0789205429832042
cg17505339	0.93368420554692	0.947553222175606	0.936521407149734	0.906865282348587	0.938821072674056	0.936143300080965	0.953323648215677	0.937478230165389	0.92830996802915	0.92118690991392	0.93829488343539	0.986417463613727	0.939829148281691	0.926624084331213	0.937273310607615	0.936815340742382	0.940192800655249	0.948142949411169	0.95042318170222	0.941761739416875	0.916334397372726	0.926530546132657	0.938304587177418	0.949807941494263	0.947206842267925	0.927299977731478	0.929819619822032	0.93597139048441	0.914175473775391	0.956186021136933	0.93650642328753	0.928562111269627	0.931769753750251	0.937971315933774	0.928797797596452	0.935515582647205	0.944087710803822	0.925654278947149	0.938313889190411	0.921534575872875
cg09989996	0.919758130921874	0.915683629617209	0.944088789852047	0.922002233131015	0.931713687561971	0.950473944678327	0.92916845298025	0.92007999645275	0.908571825099804	0.955094656285229	0.964845303905602	0.936278710272289	0.925651243576999	0.919811066657591	0.939789523876391	0.941123543862147	0.947133716716999	0.926590573671912	0.935427321389021	0.930472280506646	0.919236205317669	0.92910971674386	0.898420135942553	0.946531998307833	0.914858371481562	0.945844693930178	0.946984041417894	0.917202205530872	0.91828128954062	0.950613107320853	0.932787800572538	0.924253954982322	0.936131935244499	0.940242396384988	0.928203713696824	0.930395223278756	0.90233913026625	0.968636733462458	0.921747761249633	0.924858980143994
cg11954957	0.847963021397233	0.812937028778162	0.814160016322517	0.854661931386026	0.847710308608115	0.845247347786442	0.831787199389058	0.800519914860767	0.833742045224087	0.846780768227737	0.811583687939445	0.891361626894689	0.841596636394393	0.834081171461387	0.767519692180313	0.752462392893827	0.855059069231032	0.793293599645343	0.869476113190513	0.86054804179877	0.87403520564226	0.897222345389954	0.860685620751232	0.866121013992883	0.849553830511666	0.790303882423222	0.842698582976565	0.833115691939502	0.841471784187185	0.816360787756825	0.856852952637001	0.872477663399459	0.830713224265456	0.856090642605311	0.881444921365582	0.852291962450184	0.825578573967007	0.804035433134393	0.774307774406976	0.781435359376953
cg01068023	0.883193474152449	0.876995437919557	0.868250379968875	0.886543212282212	0.884014086033237	0.864741477266318	0.890606483802259	0.889403928654554	0.869474033574759	0.8807522508302	0.887404147692918	0.903821756317205	0.876631744814713	0.866235658687623	0.891469315610338	0.880245495376283	0.890428709414518	0.877876365202821	0.884464778314555	0.876088277377007	0.870362139599241	0.89392398985392	0.880620970573702	0.897722132716767	0.907730812260934	0.881028066669104	0.900022268547553	0.886053627110751	0.907576994112776	0.885452574583665	0.877707100392151	0.886973681251068	0.880090545685696	0.876751436633149	0.851509056425199	0.884742754070408	0.866769798341546	0.880799480973926	0.870991151900125	0.877635756124871
cg08167039	0.031777978434753	0.0450784653872408	0.0299341556962175	0.0382618821625288	0.0324155152041924	0.027613365429102	0.0383815392816456	0.0300825228884246	0.0398558381108283	0.0230866246885969	0.0419822499480685	0.0400502754491853	0.0270909319305621	0.030454595082443	0.0349329283812284	0.0381903090634868	0.0389445806784301	0.04142744386743	0.0389113376061692	0.0250402650503137	0.031074460300649	0.0435094760880924	0.0360459676377894	0.0398482498091691	0.0338295644579321	0.0326420943767499	0.0336774382735849	0.0390113832572746	0.0361056647797081	0.0420013372233896	0.0412575917676998	0.0419334674965593	0.04734354302775	0.0309146058346686	0.0395367080225763	0.0384377634127713	0.039498060326164	0.0418458241504094	0.0399741221704744	0.049862192674134
cg20677962	0.0527674251344658	0.0659931826628592	0.0462785283020851	0.0558759176778915	0.0572067856535686	0.0369294829982599	0.0639669785932168	0.0462762096449015	0.0496740649745937	0.0482828209506863	0.0438416875942789	0.0437874477536372	0.0581622476203423	0.0481654886818072	0.0514016172494779	0.0421714546498724	0.0690461749252822	0.0810665432018667	0.0385903751680096	0.0567067434931722	0.0731514103218946	0.063586462984189	0.0319886399235424	0.0409711634560042	0.0237840761816476	0.0565469006684951	0.0655324788843746	0.0586164577747279	0.0703479798427398	0.064856891420677	0.0711395706962585	0.0604736858086589	0.0298388281580964	0.0512597528569745	0.0697459149632085	0.0577316481445997	0.0601844700629842	0.0929833389567904	0.0559837399655164	0.0613130121761938
cg06402284	0.0187906174545116	0.0499559512142173	0.0569512905682079	0.0681345334144123	0.0414046291193305	0.0507574096895544	0.0414556800585056	0.0579871229090723	0.0537195249385863	0.0336674693221833	0.035414631548542	0.0416465604250017	0.028010394627831	0.0350787398802141	0.0345720114093747	0.0446120734673243	0.0497036383403983	0.052397836527685	0.0203101105094532	0.0508437826469411	0.04664511208754	0.0471734986939832	0.0432933578669419	0.0469332397466655	0.0224006823372505	0.0460903004044711	0.0458495589067815	0.0259263341981879	0.0479453621493353	0.0446058096820289	0.0511181591948783	0.0396867019873528	0.0395677983026127	0.0463785685671617	0.0398875258954132	0.0587042631051712	0.0299088176373899	0.0730184808430719	0.0407893485823494	0.0497585112435794
cg24699430	0.0212075089846928	0.0197450046816593	0.02821004751067	0.0171796836716742	0.0133587211954656	0.0204570023022824	0.0210618709116281	0.0224347726324283	0.0160714702217188	0.0136452108336305	0.0152904534195101	0.0155814380775677	0.0162115501456411	0.0178383226271719	0.0410162100350751	0.0245004529302018	0.0200337650079694	0.0120229744898609	0.0101344275606461	0.0145553014013974	0.0260271291118664	0.0231131881219787	0.0225314331422912	0.0175985013236736	0.0143046657775749	0.00974971917532835	0.0160955646324749	0.0167594581145183	0.0210920120837016	0.0182092853116181	0.0150324587792841	0.0275822793799854	0.0256393032888985	0.0164645177247926	0.0279111150280452	0.00995461159928277	0.0142967566413505	0.0228938953062935	0.0185514994022272	0.0163261540193617
